,Virginia,California,Florida,New York,Massachusetts,the District of Columbia,Colorado,New Jersey,Nevada,Washington,Texas,Indiana,Montana,Wisconsin,Oregon,Arizona,New Hampshire,North Carolina,Georgia,Hawaii,Vermont,Ohio,South Carolina,Minnesota,Missouri,Michigan,Illinois,Maryland,Idaho,Utah,Tennessee,Connecticut,Oklahoma,West Virginia,Pennsylvania,Mississippi,Nebraska,Iowa,Kansas,Rhode Island,South Dakota,Alaska,Louisiana,New Mexico,Delaware,Alabama,North Dakota,Arkansas,Wyoming,Maine,Kentucky
2012-12-01,204115.46834196115,297520.5326141259,132499.82565466422,209825.40234931358,287673.6455618558,363213.5701559107,224231.03073318125,250700.75992657998,141938.68233799931,215164.74146360662,126951.08783700813,108081.64477364167,174911.57941265716,127544.78517132562,200842.46330013158,154406.67944940002,199315.96145186745,141212.6087525911,114529.46856922873,384761.15521719283,169640.4848334355,104347.51887603667,128120.97364813012,154807.9982724871,111181.86111028877,89387.88615757128,125971.33595077471,231029.00719125126,150807.03583583768,191850.29102731825,113776.22882607428,228310.891086882,97422.60581041795,84268.13134436723,141165.2556850391,89431.57413545011,123115.46891640087,105005.269494057,99669.40957672075,207386.3638872061,137992.60246265898,239426.3689025788,126586.5947062258,155022.29411633403,198695.89744682642,103525.0746310852,152445.9281533766,96974.11674197111,191821.84165566033,159897.6460347365,102388.34047655751
2013-01-01,204857.38190349683,302339.0549918818,134087.57353819333,210186.2737438664,289624.98301360087,367108.7843233747,225982.0666573187,251330.89044941115,144317.97773042522,217102.0281103156,127445.97639262065,108063.01296128608,175992.37525909024,127747.15715766624,202492.51174239034,156146.02470611598,199635.71475292105,141132.30744004526,115048.01158111087,386521.92872065346,170112.61817212042,104516.3715805281,128339.09304752895,155982.30595884836,111275.9791350935,90015.79248329252,126132.39482923131,232297.33532368406,151969.6798715197,193792.89346232064,113740.56660693783,228957.6881937385,97949.07524851167,84429.82990151142,141229.25263507394,89820.3333886183,123276.5456782317,105692.13656895891,100014.61319192413,207444.47767691323,138606.38414572438,239387.72942299364,126941.04655029858,155354.47112846328,199214.851313089,103884.00942806795,154655.36987458364,97261.51573765068,192596.55804746543,159951.62976997628,102419.57185601386
2013-02-01,205737.15750385527,306538.43414996075,135698.5877950564,210853.9269955703,291728.71814638097,370551.5827824367,227566.71447146157,251925.3292824657,146733.3988388418,219028.3831737768,128063.10232662708,108129.39273935597,176603.14367591182,128148.6249020145,204245.44610629827,157786.43627238806,200355.17809250174,141166.25802543166,115693.58505347953,387952.7183357624,170923.28860756868,104771.27857473872,128710.50708106137,157144.4230376412,111496.37865741154,90732.18034052094,126706.81855466841,233591.97037988136,153223.6356662407,195409.1044575176,113857.70902628773,229749.18611854254,98142.57729658013,84099.004431209,141309.01908141532,89832.19748867687,123602.92323095666,106330.7892859712,100361.7274103543,207655.87312156148,139327.4731863367,238883.93496966714,127071.42816633226,155258.66529816986,199109.21591074418,104107.05300517088,156505.17110977336,97611.17046946369,193345.04235064538,160167.62979892638,102498.78518412466
2013-03-01,206607.33920116155,310071.86740946706,137331.11818712542,211656.19601684847,293089.9591515684,372711.1041586593,228753.76104703153,252395.98460655965,149537.56155908384,220805.528758351,128784.59020836667,108185.8405047782,176899.84424986958,128635.20976645837,205954.39445068862,159641.63719932493,200874.99353356785,141294.69083143378,116660.22304756008,389792.09344184445,171903.4442531698,105225.53487557014,129191.26348337815,158311.435154728,111711.63950103614,91657.69846341258,127491.6596180757,234876.536964645,154574.5746481578,196929.96518660543,114247.50983175063,230343.97504115515,98267.15744511764,83715.64965570893,141565.61075116112,89475.32418947492,124016.30473906679,106880.8747170455,100628.06246617954,208560.73615130247,140086.55193062703,238265.8604581802,127398.79974854032,155106.227170568,199005.98070727862,104353.00672387182,157992.64686990893,97990.32931097806,194067.0677360076,160328.6731218408,102535.14190989813
2013-04-01,207324.64965315544,314192.8205106878,139030.70221607524,212443.41629543444,294304.67446569604,374879.42795557226,229815.3894102365,252914.56352417366,152830.40470544502,222482.0916085178,129485.08481356518,108348.35537181096,177582.56257053954,129157.68085908663,207608.6504115461,161887.83704610946,201583.0559850088,141595.30251559417,117918.82558406745,391226.4097964098,172802.96049524032,105850.50811114378,129752.36941263273,159388.53131468577,112039.32062496031,92757.59341834243,128568.7761927099,236176.9648371247,156076.60153272795,198604.21450285116,114891.82801808068,230816.2142501482,98400.28063528573,83298.40882732275,142023.61664284274,89155.69412950198,124513.28869671216,107325.85465116116,100846.41915161314,209893.84599835824,140871.1309052015,238360.37535099196,127962.42229349098,155172.5760256131,199266.9103538879,104809.5802168421,158854.05821175073,98356.0219721097,194652.5160485626,161019.68908286322,102636.19645992806
2013-05-01,208111.02991158204,319848.45594699256,140954.32325523265,213322.33711541447,295658.962125208,377795.6234265953,231065.42084561544,253772.053872718,156939.16365119678,224391.08701582847,130291.83106305917,108679.97421002004,178590.87052509582,129714.79042283806,209496.87058982244,164524.8339682517,202245.59987543544,142088.91862312553,119508.74881483354,393330.52868149563,173607.70294285353,106636.67487508249,130373.46160351229,160585.40098334142,112450.77727046137,94047.67676076955,129525.42793398055,237785.63975743542,157832.34251674986,200677.73127687373,115649.1423615098,231272.5229852233,98636.83200390391,83139.53108722702,142687.74082091465,88927.78311306715,124957.80140206951,107868.30962583171,101129.79904427032,211371.4359518129,141760.45890249845,238973.0433053441,128939.51130121543,155585.71843685824,199471.46942396494,105449.36882707768,160014.9225205681,98672.42087416905,195122.39176794153,161851.79164025615,102953.41475383755
2013-06-01,209185.84105303872,326735.1113981277,142856.6458329491,214484.4042468806,297733.7640130071,382140.64586841554,232784.76624524916,254770.59259882686,161840.68238776524,226453.664293021,131256.14717352402,109194.17716720632,179746.25612227284,130295.0949876485,211686.75895511566,167306.37166105016,203268.97060951113,142721.34855541086,121144.21663793875,395889.17624975456,174320.20192781903,107343.35146981926,131023.16593976675,161884.22272796018,113014.52696901525,95416.48127001464,130690.67408860948,239505.44164105607,159642.00250768254,202937.1421176064,116300.92086793519,231908.26073766014,98923.14504976034,83124.44166681671,143280.17813292317,89012.21449794283,125455.54979979689,108260.99823422318,101587.04285520084,212827.82632513312,142623.0082491706,240235.81429533032,130093.72238705424,156003.18526521846,200070.0546070692,106040.78298920905,161295.8106188507,98948.9735759156,195540.70591695164,163071.47883858535,103473.9786676473
2013-07-01,210242.15979322678,333687.8488776894,144695.56678486444,215649.87503294178,299950.3538899976,386900.45052413136,234785.74392863666,255893.84795289356,166737.08611944423,228396.36627924672,132178.4830709343,109799.73579307196,180658.850701784,130795.01595264288,213872.2793781882,169985.65110054347,204092.400011496,143381.19621648654,122740.8534867991,399235.0406506013,174811.9779666094,107915.56878000853,131589.66267241907,163319.58298365495,113649.42027256235,96726.81440463767,131648.1587782818,240927.5724315615,161354.3414075382,205086.7349175897,116780.67573837975,232596.13219111555,99150.82947785324,83106.70723503578,143514.29484169732,89052.53801563878,125988.25545618555,108595.52345169288,101950.00825310587,214071.18686942602,143324.13010416794,241563.04228834363,130894.36752290645,156112.5161590513,200614.71464910405,106467.47687600173,162595.47465338613,99103.59626953419,195544.53143580514,164019.0896098004,103958.03623414754
2013-08-01,211272.53810757582,340380.446417076,146471.56254783113,216711.40776269324,301985.8510366418,391650.4262936949,236898.61685411804,257193.00939809004,171117.14673526998,230127.94945404874,133067.44808035294,110458.6398901253,181572.62091241762,131394.80499583366,216049.81538011055,172539.14000014652,204990.30750872754,144029.84544423877,124245.71417539423,402933.07990238094,175267.5619929426,108461.93715242455,132171.30593004575,164946.41815966633,114488.83914064174,98192.8029841247,132879.6838539663,241919.50808479547,162907.2676579225,207093.91408677105,117186.5823436634,233232.29189195787,99583.73290573336,83535.64713242023,143653.48891062677,89418.88082871259,126685.1620018551,109178.43197260024,102375.8638937116,215169.34286504934,144093.36651005657,242786.21607418233,131772.87021803609,156185.24600894595,201807.01220251873,106858.13763560228,164002.5259838053,99325.47965691185,195521.95876009637,164794.8666055414,104497.29395929992
2013-09-01,212160.93137208116,346970.66202797863,148210.0237446491,217581.70070498576,303875.6611256813,397181.76370841305,238947.6433594833,258729.96478924793,175046.49031876397,231851.7851161199,133752.41423957853,110980.36072132461,182536.05010283648,131958.1469352859,218132.70179937757,174873.32228574026,205979.4127672048,144568.89177439132,125543.39073908183,407608.29180043587,175837.84675756306,108927.04500029913,132694.7484358111,166529.14512130592,115220.58773740228,99492.55965439358,134020.85680053316,242850.41530925033,164428.20179142462,208921.5651753511,117551.03922419339,233813.91407533572,99882.62886679183,84194.33734708167,143667.2658347263,89584.06450206875,127284.20334181737,109622.63766565426,102697.22817276011,216166.49066748432,144811.88630982072,244252.45390685982,132479.6761021373,156130.83946624328,203014.54909821696,107184.14467076088,165351.65745324953,99576.29870787344,195707.68219379103,165423.49515522807,104786.62884390919
2013-10-01,213074.38454983835,353511.71558318404,150055.71240539683,218401.61654090555,305849.9521478365,403290.2276133658,240946.19067470194,260259.66876550345,178651.38133103948,233661.4010790761,134529.3777349484,111408.30567488626,183601.13429161473,132550.3569774361,220269.13410270805,176962.34038219004,207148.84252726551,145123.1431976588,126884.71720930848,412695.95894982596,176437.29471242716,109371.61964131753,133346.7473387241,168116.60004078274,115915.65289002199,100744.72177317565,135437.54748602133,243974.1126693351,166012.51605488942,210646.1883304046,118040.41056823164,234422.79695791597,100439.06663572096,85038.83220413263,143944.30780188183,89976.02250089853,127912.81931239033,110130.72931954947,103191.24117453769,217152.8178092514,145769.4706355352,245176.50085826023,133087.10936942275,156182.06986369033,205007.47592669155,107687.41369338382,166994.96742496523,99930.48154681646,196235.98709195896,165927.0026885028,105103.70041407929
2013-11-01,213732.29337084977,358996.77750714123,151695.88854588312,219012.71100966787,307785.85032752133,408605.1598655326,242697.2642331951,261158.46133995292,181812.49730198077,235362.51511756424,135247.86952527004,111536.77201588928,184521.3174508092,132747.85853765457,222127.91452224672,178554.39959348761,207936.46703932845,145446.21082825473,127979.21332702834,416726.42882269854,176479.41935104536,109530.8949491154,133801.188472743,169350.31292483187,116179.251373172,101544.29278120835,136673.80479581494,245267.2635193836,167207.46272248123,211990.2780499861,118424.17265180218,234995.50351167706,100969.95959221433,85511.94229447549,144155.0988370675,90202.40529876242,128253.95326274593,110472.26327749148,103606.90999036735,218041.6040261828,146403.08557387834,245722.6091324079,133372.5396168887,156065.0562056166,207243.37683401039,108055.4991191043,168256.10008639048,100067.57307961269,196566.44914095404,166273.0176162793,105161.47087413601
2013-12-01,214244.7288572105,363411.7102794641,153356.48629627758,219346.05855485782,309758.54707602883,412502.0420109452,244312.13564912532,261849.9987591575,184014.5336356901,237091.5587391525,136055.06481329454,111623.9715482617,185468.1306809398,133012.93651136884,223960.27523478575,179708.511136926,208523.3857080127,145744.35647713885,129172.92535826168,419599.73033501994,176275.78694167236,109677.74436223361,134292.40980037648,170501.3432369261,116231.9593653071,102227.13575586153,137842.19772484867,246666.14918455703,168111.1015518722,212930.11214296485,118924.8292591393,235569.14761374888,101510.7205695263,85556.43833479063,144411.79808233154,90472.14590929326,128645.43021509971,110767.00769244436,103946.13727801776,218572.36861237875,146784.95555501952,245351.80136629008,133249.19030308025,156043.4395601805,209092.84723507377,108532.51497320262,169277.37768516576,100027.91612025064,196687.1426945858,166395.734151589,105290.45119700134
2014-01-01,214699.6031400063,366599.7933473896,154918.14236040824,219668.92952221856,311621.10896621953,415033.8141848825,245676.62332650216,262809.77591551887,185526.30973037242,238820.11749685963,137027.02608669476,111714.80475055373,186417.1872043813,133342.57687243776,225676.43201108542,180890.64053769526,209076.10584029127,146072.43640715117,130255.06710300753,421994.19690342754,176161.08641848955,109694.33487632434,134759.2744790823,171505.98129311344,116201.12896497991,102948.69750908516,138725.6406097112,248023.7944846752,168771.9166298393,213762.7492911766,119351.73986259285,236058.97148812027,101851.36717626893,85396.59788856306,144620.11177369347,90758.65772667037,128872.70679345606,111047.9561184765,104191.63871779409,218974.35173873033,147087.6295546602,244723.36009569836,133102.14772434384,156411.06313565353,210274.84049422437,109025.5769694976,169934.26119186706,100134.23853220926,196731.56487308975,166544.90019958687,105478.07648518572
2014-02-01,215076.458523721,369243.8027533817,156592.9002452445,220195.18494691097,313306.56864709256,418050.4609169665,247055.77838935694,264474.69019413786,187053.29613838464,240502.51277659446,138139.10121803018,111960.24149756537,187297.42170983762,133978.22373535985,227340.98602633915,182153.74764670242,209746.92689462623,146655.03917286158,131447.25431345718,424870.1484615028,176557.35031118942,109803.72610639255,135451.84941313093,172615.96691837828,116260.00733174228,103906.34053672983,139646.88567053425,249381.6560911136,169571.13589866052,214516.24135424534,119920.00325278321,236442.79662270317,102053.46969981794,85275.76837927823,144827.34809982727,91192.11256569397,129151.96538668241,111107.46347245337,104342.14168442822,219376.25628998523,147284.60438242802,244086.23667900226,133049.4652623984,157034.44139146045,210632.35134717173,109735.91647642216,170449.66276658117,100515.4182401541,196888.62825877426,166818.52310670266,105808.17665073428
2014-03-01,215648.30816010424,371648.5301815558,158175.34453356455,221164.6148497162,314800.70814902167,420826.81730980816,248374.6258218477,266633.77452911565,188665.82257421187,242072.88364968463,139280.61396445357,112227.32539842541,188171.13992175242,134694.2321927831,228990.37345770773,183441.96318459898,210475.1659598062,147290.9815086871,132556.52425871475,428210.8237053081,177150.64413797078,109928.90578636533,136072.35378659258,173754.80314772294,116435.77033840462,104826.96612363712,140456.18134923914,250744.87721848514,170477.93951663678,215531.03475899645,120415.6066957452,236956.68064055845,102145.31898110536,84859.70548818946,145069.77335046942,91531.67982711997,129423.64198052957,111398.18153700679,104572.6801918465,220256.94390097636,147642.25852321344,243730.73496527653,133053.48546884322,157638.91386784843,210854.13432602037,111026.21738699538,170806.96232501307,100891.79658352137,197115.5535446246,167201.14883667132,106086.94969093533
2014-04-01,216255.96582483756,374586.17829289794,159597.09018509233,222296.45591133935,316330.0379142136,424284.51400226756,249841.1336582055,268728.29789560277,190586.11082221105,243454.9426270897,140267.08862849357,112667.87693938782,188974.15887065922,135440.07755033227,230585.36332550753,184417.04832725882,211120.00029474034,147915.30028380765,133678.13485277168,431929.7836791671,177632.7432662003,110305.32685267479,136682.7780887081,174796.95014013335,116733.25305766457,105845.39463876489,141259.90818475882,252219.00168240236,171384.02245521607,216394.24656003862,121038.33910354091,237577.6556158274,102312.90127786923,84517.67380680345,145437.23004564666,91796.98882143863,129862.64753889263,111919.94408403349,104785.28838863996,221674.17719384326,147931.32854048695,244160.37145995838,133152.33447525845,158039.43533950337,210535.74452740874,112791.06546842922,171084.19176684192,101179.26205137807,197407.04722246368,167640.02125973906,106482.30707195781
2014-05-01,217118.46868711174,377752.6615039746,160996.16296939374,223632.23224565733,318051.5934889883,427408.40853035054,251425.20327512824,270814.25637829665,192523.0482456324,244946.45439114017,141251.52736937473,113271.61000983471,190040.17469921216,136192.8260102075,232378.94445682465,185208.26352906562,212019.00487277796,148541.86349979535,134820.37284755183,437192.0078067896,178430.4061445991,110977.56330154384,137279.47210669375,175755.37553924604,117296.1882828282,106854.77517601037,142078.5500787586,253501.73716461821,172459.05372787578,217433.57161960364,121752.41695225787,238400.74295613918,102657.53816204639,84185.0212767612,145956.613339639,92129.92785523646,130440.35072481741,112654.7525598217,105219.96366680763,223219.0991146729,148383.29824019887,245016.17932335916,133378.45429502008,158608.13151296234,210741.25345252152,114738.1560152857,171481.99276551677,101505.80023390985,198141.243953981,168370.8391794149,107048.47959520778
2014-06-01,217698.19783944846,380371.61927339324,162160.40739258702,224566.314495262,319397.99377432355,430376.0324045943,253033.76515483894,272213.3608645502,194750.59589956314,246046.959608765,142246.8603769735,113917.76878468458,190918.20017291166,136818.20354548653,233827.69517210362,185784.1890786273,212833.09096759456,149072.48177955658,135780.69833108882,442919.15548357606,179120.6440915058,111714.21080996534,137859.46658722407,176378.3896245848,118003.95649029099,107966.46171115617,142941.0661877082,254251.72283544322,173305.2881118141,218157.59056916556,122526.44742855598,238890.21691354582,103201.4131236995,84387.50092780561,146464.7472795164,92628.52380953687,131042.16986415554,113441.42301581365,105785.587201208,224218.20388880125,148933.19391213404,245462.0959924244,133897.43879026896,158926.92877823018,210850.97672575025,115991.84382736946,172139.78978755235,101923.67315992176,198791.38264516773,169156.55208374132,107792.63235646558
2014-07-01,218155.4304069537,382118.4584560581,163361.3439263267,225384.8026834852,320403.79104921606,433432.7360403249,254751.30149035357,273178.4570404284,196754.67607857625,246980.7834099568,143382.72260994453,114599.51380329834,192194.92284958763,137351.07178201177,235217.1014802619,186305.49097796364,213625.28645839085,149536.19314556342,136624.6520881072,448722.4943510466,180022.46703538284,112405.57023412905,138443.49546166402,176907.35600453892,118772.9260423953,109001.43701761722,143921.31198676254,254534.87277284366,174271.08241408216,218920.16274466863,123250.10120039243,239144.68801598923,103810.79341496645,85289.04627132243,146977.7196046525,93358.40973376449,131676.91346072123,114175.09105303668,106446.98858260881,224669.82361468466,149692.5140112737,246013.18396821074,134692.46025842478,159241.9008001236,211603.23030875667,116793.36485122754,173303.05583572396,102368.222035854,199629.99765312052,169989.39947721746,108491.67103397536
2014-08-01,218487.25935123916,383676.4164315877,164390.44206484378,225932.09727879227,320889.3089293281,436193.1331211462,256471.79816754817,273649.4712661564,198169.6887842268,247640.23694742145,144413.3669773118,115173.44102902064,193322.0540221485,137699.18191027068,236476.03438445632,186793.4224047922,214174.55887828078,149819.13628687264,137298.24149000968,453372.14084222517,180593.39849342871,112845.98835627036,138811.35073477236,177321.60331001898,119407.25452139355,109830.05302966472,144794.50874797165,254739.06741947765,175046.83050434964,219604.17291056368,123760.71205413033,239014.5308323442,104384.69588282095,86555.25305697805,147254.53418888166,94187.90372613317,132249.11517329657,114693.6546685496,107051.98082563025,224785.63443216356,150531.8537485358,246537.5673725525,135182.2274877716,159190.27917690945,212315.47586128392,117261.05967903686,174760.77877587875,102798.37902918621,200324.27095533605,170427.04631157068,108950.55218976836
2014-09-01,218901.92475240034,386250.49869250227,165454.37887403005,226656.75623940022,321592.51461085846,438873.4569593686,258558.81244239918,274140.69573521806,199251.5016190548,248499.39639426317,145329.9253565059,115628.76630129706,194451.41879848627,137815.3051980197,237920.54615600538,187324.49105394876,214608.84925391126,150048.6730495906,137916.60733039235,458101.81207202934,181190.88085487773,113097.23981352213,139089.18407913137,177741.7066866567,119823.73286031857,110421.31163771328,145485.21023897457,255315.21399954302,175813.95681413714,220328.32222793045,124154.7607921781,238753.01734125605,104872.00282769103,87737.80735697027,147329.60989862125,94944.44037117246,132634.53141731615,114914.91680505553,107515.35261983488,225086.70024635168,151303.05925463143,248165.95054005753,135410.62157547034,159155.56416067466,213373.68587904004,117502.96652936464,176262.9994244805,103173.69481153709,201186.139752597,170678.1745486786,109099.31162038697
2014-10-01,219212.55340317977,389537.9324806722,166355.54990959069,227184.70721661614,322017.9830332717,441208.3446827371,260835.2131737939,274491.6204022444,199966.25831895194,249376.17417398925,145994.46448087145,115785.017978623,195026.43943167396,137705.23839548673,239293.04959848258,187652.31024994748,214926.0211315289,150131.26686935592,138401.57915056086,462211.8609483352,181395.54005128136,113078.25322807499,139178.16585867092,178042.34576298215,119973.88932234044,110628.3652783254,145963.17759601757,255965.35936532504,176276.36022856645,220840.4826130542,124407.85899993156,238239.5311207374,105221.20241540195,88713.00884421926,147081.56464676012,95462.91604151162,132823.77443926112,114715.30073687744,107942.79429337646,225316.19037127364,151728.86588777168,249282.74305873597,135381.11570287865,159005.0480068622,214257.6687781721,117354.54397026577,177699.97230814607,103331.61119297224,201779.96137648146,170520.12986359946,108966.68728221545
2014-11-01,219529.60584737055,393184.61412772787,167473.36798141527,227784.93345480622,322917.7192944978,443721.9802610725,263399.7957831705,274740.90259139525,201171.46549970354,250619.66161546053,146814.37808762793,115892.67838795454,195741.88490563058,137652.32886840627,240783.88019093417,188125.18703169914,215389.11682340087,150359.02279317603,138975.15837031175,465904.86490944587,181447.04685764547,113124.28242965457,139431.077764101,178422.1602641171,120140.03231262747,110869.98020923072,146411.9849127275,256725.26164841294,176548.9348943416,221407.9718414365,124850.40094568559,238129.9483570068,105677.47353757538,89865.73565169249,146962.30848487132,95898.85946794659,133032.3364980301,114666.62910153352,108387.22741757888,225821.06091249394,151973.07376682287,250479.8906227329,135767.84595984503,159115.78528117348,215411.66008591838,117173.40023012803,179254.7614096026,103465.34306216442,202305.0889632753,170385.77413283676,108816.6077392976
2014-12-01,219876.02129077958,396527.7737437727,168793.2186279842,228237.0493112578,324170.63086016517,446513.5969917614,266169.7906724446,274861.4712385957,202115.83046577245,252270.76756217083,147756.72497541222,116080.72787853488,196571.05728010196,137897.6380843857,242576.26796441444,188598.17019610977,216038.08646287167,150730.06870940022,139581.9023924057,468733.6617428384,181406.18789130836,113347.60568065841,139759.06547821223,178913.31175484657,120470.38676376695,111182.86341596911,146864.11025677438,257142.21489094038,176833.15974067687,222178.44787538296,125348.69062048191,238187.94688561928,106336.24450321977,91085.10095263348,147026.75888526507,96414.64186972193,133446.5888718406,114995.0804495642,109065.0114834179,226241.30496029556,152263.50954617164,251230.08408281734,136464.40848531216,159415.57703825916,216440.4850802487,117092.97014820193,181010.9558720442,103645.74149226745,203068.56272392324,170308.71938151753,108858.1452513507
2015-01-01,220275.39106604178,399429.32207964134,170228.73289641805,228621.68272646176,326085.68695571244,448321.7947548286,269240.1673056044,274943.0899553699,203207.30989604272,254391.65971863442,148904.8750258493,116348.33420690561,197600.47805241044,138431.0354575365,244568.49823236806,189283.00787079698,216811.7266921564,151262.99203125338,140179.57301072183,471561.4187887613,181566.95470411427,113725.8196765526,140180.01633420706,179681.98289022993,120878.53648236087,111681.04100175407,147153.6164148719,257331.08001918998,177395.29192156438,223319.2471803634,125886.01571554101,238460.66458563055,106966.9085293056,92263.62774832943,147175.10834453444,97047.6186395139,133953.95352510782,115607.97873072937,109722.90615016199,226643.78199596796,152877.26828644038,252002.28715508568,137270.84646342698,159727.24019998,217857.69854250984,117083.5132579255,182589.99104918633,103856.6353342023,204214.48400282647,170431.69006934133,108994.76107849726
2015-02-01,220650.47441670482,401844.3626976811,171491.59419845315,228938.0765191856,328152.17727973475,449673.79867989087,272613.14040708356,275143.9366768864,204132.22743768778,256738.13699435524,150082.96292522489,116633.67454887759,198537.09168301013,139090.35964140238,246801.83551546963,190016.80835706522,217808.56727755154,151831.67433867275,140774.83354272987,474396.7556898594,182119.68771682555,114106.41759089807,140636.73014413702,180630.4194965739,121204.77647883682,112227.93782064208,147242.80652722463,257545.93711949457,178298.47636829797,224532.30605271203,126426.28785691893,238536.0218225764,107376.72117657647,93105.5841774417,147283.7353032932,97699.40905049955,134552.33182386766,116274.09440209216,110349.27278248627,227254.12016006527,153768.2732097884,252427.00358324117,138074.96980144593,160029.63432452487,219385.61281990938,117060.95538384414,184002.99564654255,104036.74129852938,205746.48960673215,170848.63839507243,109189.12821842813
2015-03-01,221011.33475103427,403804.3869691735,172612.16188127306,229314.4705200794,330024.1002999433,450345.3143314411,275880.6034408463,275657.48349819967,205337.67044227154,258972.72586249665,151231.0353492991,116941.21120855976,199548.9200217057,139832.1428789026,248838.81757772143,191010.1588626653,218837.88673608899,152368.62745598654,141442.60280915524,476784.78227864025,182766.71614590302,114528.20039283246,141213.38098870934,181719.22409242063,121613.03877928863,112978.93851682993,147530.94290173193,258119.59220372303,179486.80649051652,225868.18061094987,127025.27632634297,238951.77967908312,107707.1057718417,93861.49197631278,147509.29370682858,98545.3963221085,135147.94190721528,116883.16165219793,110865.50385905984,228100.74442420705,154619.41041440042,252418.6052912604,138718.54308884803,160511.28191812668,220926.17774655434,117137.54735248844,185289.9532851074,104296.26684248807,207303.39618357096,171380.50130549338,109485.5062613212
2015-04-01,221388.44311843734,405750.3258781805,173738.58994547537,229871.38083128326,331584.36907704646,451771.3920067392,278967.5958265612,276206.9286850974,206825.75822078044,261066.0549067616,152318.61629050627,117382.15839520477,200935.4481909382,140694.0210345871,250819.4776958156,192175.60887920167,220093.5186621493,152938.86590668358,142260.41416033785,478726.11287088686,183547.8855647638,115072.32375091208,141892.9997387057,182885.6424457284,122181.10724838557,113922.74331582674,147978.62585804347,258990.02531656538,180739.74495413937,227316.7961387157,127755.71638489712,239493.35938884807,108107.66851619854,94536.45759693212,147942.66133576867,100258.78554169177,135923.9988618846,117629.99206451363,111450.54987651152,229115.91323003694,155484.63644386048,252803.21103595992,139441.60484624817,161211.4831518828,222115.85229871693,117483.4291077783,186860.34292215775,104679.93633924118,208739.7596745273,172219.1298704287,110062.43873422535
2015-05-01,221845.61809046322,407977.5839941394,175007.08836991445,230749.8176393127,332996.9605832152,453225.3822974433,281835.0520621747,277004.11190941185,208645.81583515686,263111.82907344965,153369.87481691953,117915.01914589341,202465.76515049694,141640.2465650671,252674.1690385053,193547.6565063294,221282.1994837781,153561.73676693384,143140.91588639023,480929.05675018224,184345.62879459056,115761.5243210476,142687.5744319828,184033.12286848822,122916.75077716673,114998.48854086362,148759.69356232716,259816.2499889769,182147.20627297473,228908.2305642086,128603.30317002114,240104.31749726823,108573.57142788886,95191.13571486884,148545.17775729255,102720.4920848281,136719.34241888925,118352.31446027856,111998.57045785816,229867.79777240308,156300.15502658547,253534.1992448525,140243.0079551932,161849.47935894423,222873.19528385325,117914.97660130584,188587.23032471564,105037.79273942334,209948.88129931843,173107.02902808192,110737.61099453842
2015-06-01,222266.73024106058,410261.00276331214,176292.18437574038,231664.06880523704,334171.9978346869,455583.72754358914,284608.0902532319,277554.8658496112,210885.86538634019,265022.6817656232,154411.99918876798,118506.63746223506,204016.9753037172,142427.4809485204,254621.10715571837,194902.91500522054,222430.56289685707,154188.82534584613,144015.1746964498,483252.1582298959,185101.19710944997,116424.70457668461,143471.58886007618,184996.36182298497,123583.15137257583,115952.90433344583,149408.14495060078,260385.86745497017,183438.4007530394,230643.37412411463,129499.58509811021,240366.269660302,108867.47630003684,95738.03174533728,149097.07337946122,105576.64280135602,137500.11698737802,118965.99891624022,112454.31143529578,230460.36661318745,157194.79075524208,254355.64207538698,140907.74549089058,162137.94007261225,223678.60142825078,118348.22711665549,190155.2725434181,105405.91957501501,211041.90243896595,174117.06700136815,111369.71872636267
2015-07-01,222851.71760124646,412060.332845109,177747.1880315875,232771.80715316432,335547.3861353278,458725.8644608464,287539.7713096649,278319.4062358366,213200.35132996005,267035.73982013506,155488.17153107378,119051.90538700313,205428.55427101775,143022.2418206772,256835.36881818206,196330.48273084394,223599.5005653109,154872.55769431102,144971.99108984435,486048.862487331,185805.4872442008,117121.43601420724,144289.53408192898,185856.8405120117,124306.20977710823,116739.28001660905,150098.95163781694,260998.90124517647,184707.53027172273,232593.25363186747,130463.68543017836,240728.2271984464,109156.12819456006,96167.69076374982,149749.37595507328,108110.66608624112,138193.6586563634,119418.59292863491,112897.55224268262,231368.9274517124,157980.3932726464,255323.71094055695,141415.0522494589,162363.78871543193,224692.85616422482,118710.04965131385,191340.90132589117,105859.68549200999,212447.443805352,175201.90896134413,111890.34653487259
2015-08-01,223612.91811560048,413293.6262094928,179289.6864971948,234070.84678231165,337378.6027306384,462347.9692951402,290666.9566073495,279318.62217941514,215154.28140022725,269107.9133260617,156612.21853851,119637.89840878668,206845.83657203332,143534.1779289684,259397.58208346134,197802.88536779617,224976.91360278707,155606.12774384161,145962.4778423754,489404.1227539427,186350.21657632908,117853.00658175442,145098.81001345476,186709.96578125167,125073.13150274055,117463.8906210545,150712.0527275744,261624.84732882155,185944.25646272034,234874.92756246348,131374.3081985376,241104.4869193445,109448.81802517765,96563.9963310425,150485.161205775,110333.8798745165,139030.26356098044,120011.58859425515,113492.33277928071,232542.16559604288,158925.82494953752,256495.98068677634,141716.50080253763,162628.26053071933,225957.60823300248,119094.89271757904,192342.71143528074,106487.25328383046,214009.99038926113,176238.82091695452,112459.24272946831
